"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","testGetAllPayments_Success()","","Thu Dec 18 03:54:08 UTC 2025","passed","Thu Dec 18 03:54:08 UTC 2025","","com.phegon.FoodApp.unit.PaymentServiceImplTest","com.phegon.FoodApp.unit.PaymentServiceImplTest","testGetAllPayments_Success"
"","2","updateMenu_Success_NoImageChange()","","Thu Dec 18 03:54:09 UTC 2025","passed","Thu Dec 18 03:54:09 UTC 2025","","UPDATE MENU TESTS","com.phegon.FoodApp.unit.MenuServiceImplTest$UpdateMenuTests","updateMenu_Success_NoImageChange"
"","6","testUpdatePayment_PaymentDateSet()","","Thu Dec 18 03:54:08 UTC 2025","passed","Thu Dec 18 03:54:08 UTC 2025","","com.phegon.FoodApp.unit.PaymentServiceImplTest","com.phegon.FoodApp.unit.PaymentServiceImplTest","testUpdatePayment_PaymentDateSet"
"","3","testPlaceOrder_OrderItemsSaveThrows()","","Thu Dec 18 03:54:08 UTC 2025","passed","Thu Dec 18 03:54:08 UTC 2025","","com.phegon.FoodApp.unit.OrderServiceImplTest.PlaceOrderFromCartTests","com.phegon.FoodApp.unit.OrderServiceImplTest$PlaceOrderFromCartTests","testPlaceOrder_OrderItemsSaveThrows"
"","11","testPlaceOrder_SendEmailThrows()","","Thu Dec 18 03:54:08 UTC 2025","passed","Thu Dec 18 03:54:08 UTC 2025","","com.phegon.FoodApp.unit.OrderServiceImplTest.PlaceOrderFromCartTests","com.phegon.FoodApp.unit.OrderServiceImplTest$PlaceOrderFromCartTests","testPlaceOrder_SendEmailThrows"
"","10","deleteCategory_NotFound()","","Thu Dec 18 03:54:07 UTC 2025","passed","Thu Dec 18 03:54:07 UTC 2025","","com.phegon.FoodApp.unit.CategoryServiceImplTest.DeleteCategoryTests","com.phegon.FoodApp.unit.CategoryServiceImplTest$DeleteCategoryTests","deleteCategory_NotFound"
"","3","getAllRoles_ModelMapperFails()","","Thu Dec 18 03:54:08 UTC 2025","passed","Thu Dec 18 03:54:08 UTC 2025","","GET ALL ROLES TESTS","com.phegon.FoodApp.unit.RoleServiceImplTest$GetAllRolesTests","getAllRoles_ModelMapperFails"
"","4","testGetOrderById_Success()","","Thu Dec 18 03:54:08 UTC 2025","passed","Thu Dec 18 03:54:08 UTC 2025","","com.phegon.FoodApp.unit.OrderServiceImplTest.GetOrderByIdTests","com.phegon.FoodApp.unit.OrderServiceImplTest$GetOrderByIdTests","testGetOrderById_Success"
"","3","testInitializePayment_AmountNotTally()","","Thu Dec 18 03:54:08 UTC 2025","passed","Thu Dec 18 03:54:08 UTC 2025","","com.phegon.FoodApp.unit.PaymentServiceImplTest","com.phegon.FoodApp.unit.PaymentServiceImplTest","testInitializePayment_AmountNotTally"
"","4","testGetPaymentById_NotFound()","","Thu Dec 18 03:54:08 UTC 2025","passed","Thu Dec 18 03:54:08 UTC 2025","","com.phegon.FoodApp.unit.PaymentServiceImplTest","com.phegon.FoodApp.unit.PaymentServiceImplTest","testGetPaymentById_NotFound"
